user_id,Gender,Age,District
141,Female,57,North of Israel
142,Male,32,Central Israel
143,Female,28,Tel Aviv
144,Female,32,Haifa
145,Male,25,Haifa
146,Male,28,Central Israel
147,Male,48,Central Israel
148,Female,32,Tel Aviv
149,Female,34,South of Israel
150,Male,34,Tel Aviv
151,Male,43,South of Israel
152,Male,39,South of Israel
153,Female,44,Tel Aviv
154,Female,38,Jerusalem
155,Female,47,Haifa
156,Female,27,Tel Aviv
157,Male,37,Haifa
158,Female,30,North of Israel
159,Male,34,North of Israel
160,Female,30,North of Israel
161,Female,56,Jerusalem
162,Female,29,North of Israel
163,Male,19,Haifa
164,Female,31,Central Israel
165,Male,50,Central Israel
166,Female,36,Tel Aviv
167,Male,42,Central Israel
168,Female,33,Jerusalem
169,Female,36,Tel Aviv
170,Male,32,Tel Aviv
171,Male,40,Haifa
172,Male,28,Haifa
173,Male,36,Jerusalem
174,Male,36,North of Israel
175,Female,52,Haifa
176,Female,30,Haifa
177,Male,58,Tel Aviv
178,Male,27,Haifa
179,Male,59,Tel Aviv
180,Male,35,Central Israel
181,Female,37,Jerusalem
182,Female,32,Central Israel
183,Male,46,South of Israel
184,Female,29,South of Israel
185,Female,41,North of Israel
186,Male,30,South of Israel
187,Female,54,Jerusalem
188,Male,28,South of Israel
189,Female,41,South of Israel
190,Female,36,North of Israel
191,Female,34,Jerusalem
192,Female,32,North of Israel
193,Male,33,North of Israel
194,Female,38,South of Israel
195,Female,47,Tel Aviv
196,Female,35,Tel Aviv
197,Female,45,North of Israel
198,Male,32,South of Israel
199,Male,32,North of Israel
200,Male,30,South of Israel
201,Male,53,Jerusalem
202,Male,22,Central Israel
203,Female,40,South of Israel
204,Female,60,South of Israel
205,Female,21,Tel Aviv
206,Female,38,Tel Aviv
207,Female,22,Haifa
208,Female,59,Haifa
209,Male,33,Jerusalem
210,Female,46,Haifa
211,Male,50,Haifa
212,Female,29,Tel Aviv
213,Female,28,Haifa
214,Female,20,North of Israel
215,Male,59,Haifa
216,Male,40,Tel Aviv
217,Female,55,South of Israel
218,Male,20,Central Israel
219,Male,19,Central Israel
220,Female,32,Tel Aviv
221,Male,28,Central Israel
222,Male,31,Central Israel
223,Female,36,Jerusalem
224,Male,39,Jerusalem
225,Female,52,North of Israel
226,Male,60,Tel Aviv
227,Female,34,North of Israel
228,Male,28,Tel Aviv
229,Female,60,Tel Aviv
230,Female,32,Haifa
231,Male,53,Tel Aviv
232,Female,52,Central Israel
233,Male,31,North of Israel
234,Male,26,North of Israel
235,Female,48,Central Israel
236,Female,20,North of Israel
237,Female,37,Tel Aviv
238,Female,48,South of Israel
239,Female,50,North of Israel
240,Female,55,South of Israel
241,Female,41,Haifa
242,Male,60,Jerusalem
243,Male,48,Tel Aviv
244,Female,40,South of Israel
245,Female,64,Central Israel
246,Female,54,Tel Aviv
247,Female,32,Jerusalem
248,Female,57,South of Israel
249,Female,59,Central Israel
250,Female,30,North of Israel
251,Female,21,South of Israel
252,Male,20,Tel Aviv
253,Female,52,Haifa
254,Male,58,North of Israel
255,Female,61,Central Israel
256,Male,64,Haifa
257,Female,53,Jerusalem
258,Male,42,Jerusalem
259,Female,40,Tel Aviv
260,Male,28,North of Israel
261,Male,64,Haifa
262,Male,62,Jerusalem
263,Female,26,Tel Aviv
264,Female,41,North of Israel
265,Male,36,South of Israel
266,Male,61,Central Israel
267,Female,30,Tel Aviv
268,Female,63,North of Israel
269,Male,35,Haifa
270,Female,44,Haifa
271,Male,41,Tel Aviv
272,Female,28,South of Israel
273,Female,46,Jerusalem
274,Female,36,North of Israel
275,Male,59,North of Israel
276,Male,53,South of Israel
277,Female,19,Tel Aviv
278,Male,47,South of Israel
279,Female,36,Jerusalem
280,Female,63,South of Israel
281,Male,43,Haifa
282,Male,62,Jerusalem
283,Male,19,Haifa
284,Female,34,Jerusalem
285,Female,43,North of Israel
286,Male,28,Haifa
287,Female,22,North of Israel
288,Female,20,Jerusalem
289,Female,21,North of Israel
290,Female,25,Central Israel
291,Female,51,Central Israel
292,Male,19,North of Israel
293,Male,23,Haifa
294,Female,59,South of Israel
295,Female,58,Central Israel
296,Male,32,Tel Aviv
297,Female,45,Jerusalem
298,Female,41,Haifa
299,Male,55,North of Israel
300,Male,35,South of Israel
301,Female,64,Haifa
302,Female,25,South of Israel
303,Male,22,Tel Aviv
304,Male,26,North of Israel
305,Male,56,South of Israel
306,Female,29,Haifa
307,Female,37,South of Israel
308,Male,35,Tel Aviv
309,Male,62,North of Israel
310,Male,34,Jerusalem
311,Male,34,Haifa
312,Female,49,Tel Aviv
313,Female,31,Central Israel
314,Male,29,Central Israel
315,Female,20,Haifa
316,Female,21,Jerusalem
317,Female,35,Central Israel
318,Female,44,South of Israel
319,Female,59,Tel Aviv
320,Female,41,Jerusalem
321,Male,60,Tel Aviv
322,Female,38,Central Israel
323,Female,33,North of Israel
324,Male,31,Jerusalem
325,Female,26,South of Israel
326,Female,61,Haifa
327,Male,29,South of Israel
328,Male,41,North of Israel
329,Male,55,North of Israel
330,Male,25,North of Israel
331,Male,50,Haifa
332,Male,58,Jerusalem
333,Female,26,South of Israel
334,Female,45,Jerusalem
335,Male,29,North of Israel
336,Female,51,South of Israel
337,Female,19,Tel Aviv
338,Male,62,Haifa
339,Male,34,North of Israel
340,Female,21,South of Israel
341,Female,34,Jerusalem
342,Male,30,Jerusalem
343,Female,58,Tel Aviv
344,Female,22,Central Israel
345,Male,50,South of Israel
346,Male,28,Central Israel
347,Male,21,Haifa
348,Female,54,Central Israel
349,Female,31,South of Israel
350,Male,61,Jerusalem
351,Male,60,Jerusalem
352,Male,50,Central Israel
353,Female,57,Tel Aviv
354,Female,29,North of Israel
355,Female,60,Haifa
356,Female,23,Central Israel
357,Male,64,South of Israel
358,Female,61,North of Israel
359,Male,50,South of Israel
360,Female,20,Central Israel
361,Female,61,North of Israel
362,Female,59,Haifa
363,Male,25,Haifa
364,Female,55,Haifa
365,Male,54,North of Israel
366,Female,43,South of Israel
367,Male,46,Jerusalem
368,Female,34,Haifa
369,Female,22,Haifa
370,Male,48,South of Israel
371,Male,45,Tel Aviv
372,Male,56,South of Israel
373,Male,19,Central Israel
374,Male,42,Central Israel
375,Female,40,South of Israel
376,Female,25,Haifa
377,Male,28,North of Israel
378,Male,41,South of Israel
379,Male,37,Central Israel
380,Male,53,South of Israel
381,Female,61,Haifa
382,Female,34,South of Israel
383,Male,51,South of Israel
384,Female,39,Haifa
385,Female,47,Haifa
386,Male,50,Jerusalem
387,Female,32,Jerusalem
388,Male,25,Haifa
389,Female,52,Central Israel
390,Female,21,South of Israel
391,Female,37,Tel Aviv
392,Female,38,Jerusalem
393,Male,37,Central Israel
394,Female,30,Jerusalem
395,Female,50,North of Israel
396,Female,35,Jerusalem
397,Female,50,Haifa
398,Male,30,Central Israel
399,Male,42,South of Israel
400,Male,53,South of Israel
401,Male,60,Central Israel
402,Male,60,Jerusalem
403,Female,48,Haifa
404,Female,56,Jerusalem
405,Female,30,Jerusalem
406,Female,54,North of Israel
407,Female,25,Central Israel
408,Female,53,Jerusalem
409,Male,37,North of Israel
410,Female,21,Jerusalem
411,Male,60,Jerusalem
412,Female,25,Jerusalem
413,Female,55,South of Israel
414,Female,34,Tel Aviv
415,Male,51,Central Israel
416,Male,42,Jerusalem
417,Female,34,Central Israel
418,Male,20,South of Israel
419,Male,32,South of Israel
420,Female,22,Central Israel
421,Male,57,Central Israel
422,Male,64,South of Israel
423,Female,39,South of Israel
424,Male,31,Jerusalem
425,Female,45,Central Israel
426,Male,39,Tel Aviv
427,Female,46,Haifa
428,Male,21,Haifa
429,Female,60,Jerusalem
430,Female,57,Jerusalem
431,Male,38,Jerusalem
432,Female,26,North of Israel
433,Male,48,Jerusalem
434,Male,46,Jerusalem
435,Female,51,Jerusalem
436,Female,44,Haifa
437,Female,44,Central Israel
438,Female,36,South of Israel
439,Female,63,South of Israel
440,Female,27,North of Israel
441,Female,58,Haifa
442,Male,63,Tel Aviv
443,Male,23,Tel Aviv
444,Female,61,Jerusalem
445,Female,34,Tel Aviv
446,Female,46,South of Israel
447,Female,46,Jerusalem
448,Female,42,Tel Aviv
449,Female,55,Jerusalem
450,Female,43,Central Israel
451,Female,30,North of Israel
452,Male,64,South of Israel
453,Female,48,Central Israel
454,Male,36,Tel Aviv
455,Female,21,Haifa
456,Male,46,Central Israel
457,Female,29,Haifa
458,Male,19,South of Israel
459,Female,58,Haifa
460,Male,26,South of Israel
461,Male,21,South of Israel
462,Male,52,Jerusalem
463,Female,38,Central Israel
464,Female,36,Tel Aviv
465,Male,61,Central Israel
466,Male,24,Central Israel
467,Female,54,Central Israel
468,Female,27,North of Israel
469,Male,46,South of Israel
470,Female,52,North of Israel
471,Male,20,South of Israel
472,Female,46,Tel Aviv
473,Female,60,South of Israel
474,Female,24,Jerusalem
475,Male,39,Jerusalem
476,Male,37,Central Israel
477,Female,46,Jerusalem
478,Male,47,North of Israel
479,Female,38,South of Israel
480,Female,47,Central Israel
481,Male,40,Tel Aviv
482,Male,41,Haifa
483,Male,57,Tel Aviv
484,Female,25,South of Israel
485,Female,39,North of Israel
486,Male,52,South of Israel
487,Female,23,Central Israel
488,Female,39,Tel Aviv
489,Female,46,Jerusalem
490,Female,19,Haifa
491,Female,24,Tel Aviv
492,Male,54,Haifa
493,Male,48,Central Israel
494,Female,47,North of Israel
495,Female,51,Tel Aviv
496,Male,46,Central Israel
497,Female,34,North of Israel
498,Female,60,Haifa
499,Male,45,Central Israel
500,Male,35,South of Israel
501,Female,44,Central Israel
502,Female,22,South of Israel
503,Male,29,South of Israel
504,Male,56,Haifa
505,Male,31,South of Israel
506,Female,56,Central Israel
507,Female,53,North of Israel
508,Male,35,Tel Aviv
509,Male,48,South of Israel
510,Male,29,Jerusalem
511,Male,63,Tel Aviv
512,Female,49,Jerusalem
513,Female,40,Central Israel
514,Male,41,Tel Aviv
515,Female,48,North of Israel
516,Female,54,Tel Aviv
517,Female,46,North of Israel
518,Female,19,Tel Aviv
519,Female,22,Tel Aviv
520,Female,61,Haifa
521,Male,48,Haifa
522,Female,59,North of Israel
523,Female,63,Haifa
524,Male,51,Jerusalem
525,Female,34,North of Israel
526,Female,32,South of Israel
527,Male,49,Jerusalem
528,Male,33,Jerusalem
529,Male,24,Jerusalem
530,Male,58,Central Israel
531,Male,56,Haifa
532,Male,24,Central Israel
533,Female,38,Haifa
534,Female,47,South of Israel
535,Male,26,Central Israel
536,Female,27,North of Israel
537,Female,24,Tel Aviv
538,Male,36,Tel Aviv
539,Male,20,Haifa
540,Female,34,North of Israel
541,Female,60,South of Israel
542,Male,58,Jerusalem
543,Female,59,Central Israel
544,Female,35,South of Israel
545,Male,56,North of Israel
546,Male,20,Central Israel
547,Male,41,Haifa
548,Female,50,South of Israel
549,Female,30,Jerusalem
550,Male,58,Jerusalem
551,Male,21,South of Israel
552,Male,62,Central Israel
553,Female,56,Haifa
554,Female,31,North of Israel
555,Female,29,Tel Aviv
556,Female,20,Jerusalem
557,Male,46,Central Israel
558,Female,40,North of Israel
559,Male,46,Haifa
560,Female,55,Tel Aviv
561,Female,52,Tel Aviv
562,Female,44,Jerusalem
563,Male,25,Tel Aviv
564,Female,21,Haifa
565,Male,41,Jerusalem
566,Female,51,North of Israel
567,Male,25,Haifa
568,Female,60,Jerusalem
569,Female,40,Tel Aviv
570,Male,50,Tel Aviv
571,Male,53,Haifa
572,Male,51,Central Israel
573,Male,29,South of Israel
574,Male,38,Tel Aviv
575,Female,41,North of Israel
576,Female,62,Haifa
577,Male,33,Jerusalem
578,Male,30,Tel Aviv
579,Male,37,Haifa
580,Male,22,South of Israel
581,Female,19,Tel Aviv
582,Female,29,North of Israel
583,Male,48,Jerusalem
584,Female,64,Central Israel
585,Female,42,Jerusalem
586,Male,49,North of Israel
587,Female,25,South of Israel
588,Male,63,North of Israel
589,Female,40,Haifa
590,Female,54,Central Israel
591,Female,26,Jerusalem
592,Female,52,South of Israel
593,Male,43,North of Israel
594,Female,55,Jerusalem
595,Female,58,Tel Aviv
596,Female,52,Tel Aviv
597,Female,51,Tel Aviv
598,Male,34,Tel Aviv
599,Male,53,North of Israel
600,Male,20,North of Israel
601,Male,22,North of Israel
602,Male,26,Jerusalem
603,Female,28,Tel Aviv
604,Female,57,Tel Aviv
605,Female,30,Jerusalem
606,Female,63,South of Israel
607,Female,58,North of Israel
608,Female,30,South of Israel
609,Male,33,North of Israel
610,Female,56,Jerusalem
611,Male,41,Jerusalem
612,Female,53,North of Israel
613,Female,51,Haifa
614,Female,50,Haifa
615,Male,37,South of Israel
616,Male,38,North of Israel
617,Female,27,South of Israel
618,Male,58,Jerusalem
619,Male,28,South of Israel
620,Female,42,Haifa
621,Male,42,North of Israel
622,Male,53,Central Israel
623,Female,39,Central Israel
624,Male,21,Central Israel
625,Female,54,Central Israel
626,Male,41,Haifa
627,Female,22,North of Israel
628,Male,35,Tel Aviv
629,Female,57,Central Israel
630,Female,26,Tel Aviv
631,Male,41,Jerusalem
632,Female,22,Tel Aviv
633,Male,46,Central Israel
634,Male,30,Jerusalem
635,Female,50,South of Israel
636,Female,20,South of Israel
637,Female,56,Central Israel
638,Female,36,Tel Aviv
639,Female,30,Tel Aviv
640,Female,44,Central Israel
641,Female,28,South of Israel
642,Male,62,North of Israel
643,Male,51,Jerusalem
644,Female,22,Central Israel
645,Female,19,Central Israel
646,Female,31,Haifa
647,Female,29,Haifa
648,Female,23,Haifa
649,Female,36,Central Israel
650,Female,60,Tel Aviv
651,Female,48,North of Israel
652,Male,54,North of Israel
653,Female,27,Tel Aviv
654,Male,36,Haifa
655,Female,60,South of Israel
656,Male,54,Central Israel
657,Female,33,South of Israel
658,Male,60,Haifa
659,Female,25,South of Israel
660,Male,20,Haifa
661,Male,41,Jerusalem
662,Male,31,North of Israel
663,Female,43,Haifa
664,Female,53,Central Israel
665,Male,31,Tel Aviv
666,Male,57,Tel Aviv
667,Female,35,Jerusalem
668,Female,26,Central Israel
669,Male,49,Jerusalem
670,Female,26,South of Israel
671,Male,53,South of Israel
672,Female,22,Haifa
673,Female,62,Haifa
674,Female,26,Central Israel
675,Male,43,Jerusalem
676,Male,51,North of Israel
677,Female,30,Central Israel
678,Male,39,Jerusalem
679,Female,33,Haifa
680,Female,53,Haifa
681,Male,19,North of Israel
682,Male,43,Jerusalem
683,Male,42,Jerusalem
684,Female,28,Haifa
685,Female,51,North of Israel
686,Male,62,Tel Aviv
687,Female,23,Haifa
688,Female,54,Central Israel
689,Female,59,Central Israel
690,Female,46,Jerusalem
691,Female,55,North of Israel
692,Male,41,Tel Aviv
693,Male,39,Tel Aviv
694,Female,58,South of Israel
695,Female,21,South of Israel
696,Male,26,Haifa
697,Female,51,South of Israel
698,Female,62,Jerusalem
699,Male,36,Haifa
700,Male,42,North of Israel
701,Female,56,North of Israel
702,Female,20,Central Israel
703,Male,57,Jerusalem
704,Male,59,Jerusalem
705,Male,54,South of Israel
706,Female,44,Central Israel
707,Female,51,Central Israel
708,Male,60,North of Israel
709,Male,46,Central Israel
710,Male,56,Tel Aviv
711,Male,55,Central Israel
712,Female,30,Tel Aviv
713,Female,57,South of Israel
714,Male,42,Central Israel
715,Female,62,Jerusalem
716,Female,30,Tel Aviv
717,Female,38,Jerusalem
718,Female,48,Jerusalem
719,Female,37,Haifa
720,Female,21,Jerusalem
721,Male,27,North of Israel
722,Female,55,Tel Aviv
723,Female,64,South of Israel
724,Male,26,Jerusalem
725,Female,35,North of Israel
726,Female,64,North of Israel
727,Male,43,South of Israel
728,Male,63,South of Israel
729,Male,54,Tel Aviv
730,Male,24,South of Israel
731,Male,32,Central Israel
732,Male,23,North of Israel
733,Female,41,Jerusalem
734,Female,32,Jerusalem
735,Male,55,Tel Aviv
736,Female,44,Central Israel
737,Female,31,South of Israel
738,Male,40,Central Israel
739,Male,21,North of Israel
740,Female,45,Central Israel
741,Female,41,South of Israel
742,Male,37,Central Israel
743,Female,24,North of Israel
744,Female,33,Jerusalem
745,Male,53,Tel Aviv
746,Male,57,South of Israel
747,Male,32,Tel Aviv
748,Female,42,Central Israel
749,Female,29,Haifa
750,Male,40,North of Israel
751,Male,51,Tel Aviv
752,Male,31,Tel Aviv
753,Female,24,Haifa
754,Female,64,Jerusalem
755,Female,26,Haifa
756,Female,32,Jerusalem
757,Male,54,South of Israel
758,Female,32,Jerusalem
759,Male,33,Haifa
760,Female,31,Haifa
761,Female,24,Tel Aviv
762,Female,20,South of Israel
763,Male,52,North of Israel
764,Female,38,Tel Aviv
765,Male,28,Jerusalem
766,Female,56,North of Israel
767,Male,36,Tel Aviv
768,Female,35,Jerusalem
769,Female,26,North of Israel
770,Male,36,Jerusalem
771,Male,21,Haifa
772,Male,37,South of Israel
773,Male,33,Central Israel
774,Male,25,Tel Aviv
775,Female,21,Tel Aviv
776,Female,30,Haifa
777,Male,58,North of Israel
778,Male,34,South of Israel
779,Male,57,North of Israel
780,Male,46,Haifa
781,Female,22,Tel Aviv
782,Female,43,Central Israel
783,Male,49,Jerusalem
784,Female,59,North of Israel
785,Female,25,Jerusalem
786,Male,21,Jerusalem
787,Female,50,Jerusalem
788,Male,33,South of Israel
789,Female,42,Haifa
790,Female,23,Tel Aviv
791,Female,31,South of Israel
792,Female,56,South of Israel
793,Male,19,South of Israel
794,Female,45,Haifa
795,Female,55,Haifa
796,Female,47,Central Israel
797,Female,46,Central Israel
798,Male,42,Tel Aviv
799,Male,20,South of Israel
800,Male,48,Central Israel
801,Male,64,Jerusalem
802,Male,20,Haifa
803,Female,52,South of Israel
804,Female,38,South of Israel
805,Female,29,Tel Aviv
806,Female,63,Central Israel
807,Female,49,Jerusalem
808,Female,22,North of Israel
809,Male,61,South of Israel
810,Female,30,South of Israel
811,Male,56,Haifa
812,Female,41,Tel Aviv
813,Female,32,Tel Aviv
814,Female,35,North of Israel
815,Male,54,Haifa
816,Male,41,Haifa
817,Female,63,Haifa
818,Male,44,Tel Aviv
819,Male,30,South of Israel
820,Female,58,Central Israel
821,Male,58,South of Israel
822,Male,35,North of Israel
823,Female,40,Jerusalem
824,Male,61,Central Israel
825,Female,51,Jerusalem
826,Male,54,Jerusalem
827,Female,20,Haifa
828,Male,46,Jerusalem
829,Female,54,Tel Aviv
830,Female,23,Central Israel
831,Male,50,Central Israel
832,Female,40,Haifa
833,Male,53,Tel Aviv
834,Male,36,South of Israel
835,Female,48,Central Israel
836,Female,47,Haifa
837,Female,44,Central Israel
838,Female,50,Central Israel
839,Female,21,Jerusalem
840,Female,55,South of Israel
841,Female,59,Tel Aviv
842,Male,30,Haifa
843,Male,34,North of Israel
844,Female,47,Central Israel
845,Female,34,North of Israel
846,Female,51,Tel Aviv
847,Female,26,South of Israel
848,Female,64,Jerusalem
849,Female,46,Tel Aviv
850,Female,37,Central Israel
851,Female,54,North of Israel
852,Male,38,South of Israel
853,Female,42,North of Israel
854,Male,62,Tel Aviv
855,Female,26,Tel Aviv
856,Male,51,North of Israel
857,Female,47,Jerusalem
858,Male,38,Haifa
859,Female,38,North of Israel
860,Male,51,South of Israel
861,Male,26,Central Israel
862,Male,42,Jerusalem
863,Female,34,Central Israel
864,Female,30,Tel Aviv
865,Male,41,Jerusalem
866,Male,26,Haifa
867,Female,38,Central Israel
868,Female,25,Jerusalem
869,Male,47,North of Israel
870,Female,64,South of Israel
871,Male,49,North of Israel
872,Female,37,Tel Aviv
873,Female,52,Haifa
874,Female,56,North of Israel
875,Male,49,Jerusalem
876,Male,22,North of Israel
877,Female,55,South of Israel
878,Male,54,Haifa
879,Female,49,North of Israel
880,Female,22,Jerusalem
881,Male,35,South of Israel
882,Male,29,Central Israel
883,Male,19,Central Israel
884,Female,43,Central Israel
885,Female,64,Haifa
886,Male,41,Haifa
887,Female,40,North of Israel
888,Female,47,Central Israel
889,Female,41,North of Israel
890,Female,50,Tel Aviv
891,Female,20,Central Israel
892,Male,19,Haifa
893,Male,45,Tel Aviv
894,Female,37,Central Israel
895,Female,63,Tel Aviv
896,Male,37,Haifa
897,Female,48,Tel Aviv
898,Female,53,Jerusalem
899,Male,54,South of Israel
900,Male,35,Central Israel
901,Female,34,Jerusalem
902,Female,42,North of Israel
903,Male,23,South of Israel
904,Male,39,Jerusalem
905,Male,51,Tel Aviv
906,Female,56,Tel Aviv
907,Female,27,Central Israel
908,Male,34,North of Israel
909,Male,44,Jerusalem
910,Male,39,North of Israel
911,Male,22,Tel Aviv
912,Female,24,Tel Aviv
913,Female,22,North of Israel
914,Male,29,Tel Aviv
915,Female,59,South of Israel
916,Female,60,Central Israel
917,Female,52,North of Israel
918,Female,38,Jerusalem
919,Female,40,North of Israel
920,Female,41,Central Israel
921,Male,53,Haifa
922,Female,63,Haifa
923,Female,57,South of Israel
924,Male,32,Tel Aviv
925,Female,24,Central Israel
926,Female,53,Haifa
927,Male,43,Haifa
928,Male,21,North of Israel
929,Male,28,North of Israel
930,Male,40,Tel Aviv
931,Male,62,Central Israel
932,Male,36,Haifa
933,Female,26,Tel Aviv
934,Female,39,North of Israel
935,Male,56,Central Israel
936,Female,25,Central Israel
937,Female,59,North of Israel
938,Male,53,Jerusalem
939,Male,29,Tel Aviv
940,Female,46,Haifa
941,Female,47,Central Israel
942,Male,30,Haifa
943,Female,45,North of Israel
944,Female,60,Jerusalem
945,Male,35,Tel Aviv
946,Male,41,North of Israel
947,Male,30,Jerusalem
948,Female,43,Central Israel
949,Female,30,Central Israel
950,Male,49,Central Israel
951,Male,58,Haifa
952,Male,43,South of Israel
953,Female,36,Tel Aviv
954,Female,22,Jerusalem
955,Female,53,Haifa
956,Female,39,Haifa
957,Male,55,South of Israel
958,Female,42,Tel Aviv
959,Male,49,Tel Aviv
960,Female,63,Jerusalem
961,Female,48,South of Israel
962,Female,35,North of Israel
963,Male,62,North of Israel
964,Female,35,South of Israel
965,Male,34,Central Israel
966,Female,61,North of Israel
967,Male,60,Tel Aviv
968,Female,36,South of Israel
969,Female,27,Tel Aviv
970,Male,32,Jerusalem
971,Male,41,South of Israel
972,Male,31,Haifa
973,Male,47,Tel Aviv
974,Male,63,Central Israel
975,Female,24,Central Israel
976,Female,19,Jerusalem
977,Male,38,Jerusalem
978,Male,52,Haifa
979,Male,49,North of Israel
980,Male,27,Tel Aviv
981,Female,25,North of Israel
982,Female,62,South of Israel
983,Male,50,Central Israel
984,Female,57,North of Israel
985,Female,31,Jerusalem
986,Male,55,Central Israel
987,Female,44,Tel Aviv
988,Male,45,Jerusalem
989,Female,20,Tel Aviv
990,Female,32,Jerusalem
991,Female,62,Jerusalem
992,Female,55,South of Israel
993,Male,28,Jerusalem
994,Female,53,Tel Aviv
995,Female,46,Tel Aviv
996,Female,33,Haifa
997,Female,57,Central Israel
998,Male,34,Haifa
999,Male,40,Tel Aviv
1000,Male,50,South of Israel
1001,Female,30,Jerusalem
1002,Male,58,Central Israel
1003,Female,45,South of Israel
1004,Female,57,South of Israel
1005,Male,43,Jerusalem
1006,Male,56,Haifa
1007,Male,27,Jerusalem
1008,Male,30,Central Israel
1009,Male,18,Central Israel
1010,Female,65,Haifa
1011,Female,54,Haifa
1012,Male,31,North of Israel
1013,Male,64,Tel Aviv
1014,Male,29,North of Israel
1015,Male,31,Haifa
1016,Female,36,Tel Aviv
1017,Female,37,Tel Aviv
1018,Male,28,North of Israel
1019,Female,40,Jerusalem
1020,Female,53,Haifa
1021,Male,28,North of Israel
1022,Female,30,Tel Aviv
1023,Male,36,Tel Aviv
1024,Female,32,Haifa
1025,Female,48,South of Israel
1026,Female,23,Tel Aviv
1027,Female,63,Central Israel
1028,Male,34,Central Israel
1029,Female,48,Jerusalem
1030,Female,55,South of Israel
1031,Female,45,Tel Aviv
1032,Female,33,Central Israel
1033,Male,24,Jerusalem
1034,Male,59,Haifa
1035,Male,18,Jerusalem
1036,Female,68,North of Israel
1037,Male,29,South of Israel
1038,Female,49,Jerusalem
1039,Female,61,Jerusalem
1040,Male,65,South of Israel
1041,Male,34,North of Israel
1042,Male,25,Jerusalem
1043,Male,68,Haifa
1044,Male,64,Haifa
